codigo_a,codigo_b,recomendacion,confianza,razones,evidencia_faltante
06-02-0032-46,06-02-0469-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
06-02-0085-46,06-02-1998-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
06-08-0078-46,06-08-1840-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
06-01-0103-46,06-01-1761-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
06-01-0108-46,06-01-0109-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
06-06-0028-46,06-06-0029-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
07-10-0003-46,07-10-3038-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
07-13-0047-46,07-13-0048-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
10-13-0039-46,10-13-0040-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
10-13-0049-46,10-13-0051-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
10-02-0056-46,10-02-0057-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
10-02-0056-46,10-02-0059-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
10-02-0057-46,10-02-0059-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
10-01-0078-46,10-01-0302-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
10-01-0100-46,10-01-2604-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
10-01-0100-46,10-01-2605-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
10-01-0105-46,10-01-2617-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
10-01-0190-46,10-01-0191-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
10-01-0209-46,10-01-0210-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
10-01-0230-46,10-01-0231-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
10-01-0235-46,10-01-0237-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
10-01-0306-46,10-01-0312-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
10-01-0333-46,10-01-0334-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
10-01-0391-46,10-01-0417-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
10-01-0396-46,10-01-0399-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
10-01-2289-46,10-01-2531-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
10-01-2484-46,10-01-2485-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
10-01-2604-46,10-01-2605-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
10-14-0040-46,10-14-0041-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
10-20-0026-46,10-20-0034-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
